id,city,x,y,z
28176,Aekev,11.935,47.812,946.852
28177,Qaxcs,11.659,49.832,841.448
28178,Zbgxg,9.688,54.575,896.068
28179,Gnyfa,8.993,50.824,3.873
28180,Nfzag,13.218,51.566,597.432
28181,Fhcvo,7.277,53.727,602.925
28182,Tzgvp,9.594,52.303,780.076
28183,Alspu,10.429,54.465,357.083
28184,Fedhp,9.917,53.306,271.707
28185,Krvpq,11.899,53.891,795.125
28186,Focny,12.157,49.757,893.942
28187,Frjin,10.790,48.097,185.372
28188,Prkqs,12.305,51.742,588.545
28189,Brujf,12.603,53.359,247.444
28190,Qxhnw,12.900,52.249,26.616
28191,Cgmmv,9.781,54.016,283.767
28192,Dvjxh,8.013,50.715,717.079
28193,Pulyd,12.784,51.331,257.268
28194,Xriil,11.057,53.947,401.086
28195,Havvq,8.182,48.818,55.649
28196,Xfkhs,6.395,51.715,511.971
28197,Doail,8.422,47.842,726.038
28198,Bhxif,10.990,47.792,757.786
28199,Qygok,8.397,52.036,165.520
28200,Wgbbs,14.478,51.447,741.893
28201,Vzwfy,10.375,54.474,905.415
28202,Hktel,7.319,52.652,772.637
28203,Whzhd,9.743,48.150,193.488
28204,Juoxg,9.655,50.989,111.448
28205,Bcfpo,11.921,49.077,776.262
28206,Epbbm,11.145,50.916,826.670
28207,Sxjlm,14.303,52.430,899.245
28208,Cyrxf,11.714,49.479,814.487
28209,Uxojm,10.705,51.759,599.378
28210,Yvzud,10.792,53.745,579.489
28211,Zerjx,13.386,52.119,761.537
28212,Qquny,9.487,50.237,317.820
28213,Vsvnc,9.133,53.949,965.736
28214,Rxuoh,10.736,52.803,266.524
28215,Wjcty,7.658,51.482,925.385
28216,Oahlx,11.178,53.055,844.621
28217,Mmcll,12.648,54.407,528.083
28218,Qdrmj,12.510,54.384,436.045
28219,Zhebc,9.182,49.950,155.440
28220,Iiwxa,8.982,53.028,961.318
28221,Qhmfq,7.946,53.954,513.498
28222,Fykna,8.056,52.416,25.983
28223,Yqntc,9.394,50.652,910.143
28224,Udybe,10.340,54.069,816.263
28225,Mpyej,10.528,50.610,86.234
28226,Aembc,10.891,47.721,599.242
28227,Tjlua,11.497,53.718,559.118
28228,Kgrha,9.808,51.439,865.490
28229,Uatng,7.999,50.581,373.230
28230,Xswwo,7.274,50.201,97.847
28231,Akbwy,6.950,50.250,739.215
28232,Ywhvp,10.092,49.641,166.861
28233,Qvnzx,8.117,48.623,307.137
28234,Zdjlf,11.202,50.574,274.559
28235,Quaqj,13.205,52.947,895.709
28236,Ihfjo,11.431,51.335,55.953
28237,Aemic,8.705,50.362,541.052
28238,Jmpxn,8.253,52.938,529.169
28239,Hnvkk,9.689,49.908,361.690
28240,Lysds,9.372,49.794,7.771
28241,Vyfms,9.912,53.929,373.899
28242,Arseo,12.382,50.437,158.536
28243,Emptq,10.234,49.205,308.317
28244,Qdnsx,9.965,51.789,810.144
28245,Uxyos,10.463,54.455,735.020
28246,Ntdxn,13.155,51.823,47.739
28247,Pfvju,11.330,52.554,580.619
28248,Xbxci,8.344,50.955,77.927
28249,Jaajc,12.322,50.550,148.294
28250,Kcskh,10.503,50.023,637.295
28251,Ukrbf,10.351,51.111,550.383
28252,Oljho,13.681,53.075,0.408
28253,Nfpoa,9.961,53.384,214.732
28254,Onmew,9.094,52.416,335.451
28255,Dfxfd,7.477,49.271,88.077
28256,Alqri,8.222,47.958,241.991
28257,Pjjcd,7.769,50.041,404.223
28258,Azmpj,11.772,54.270,440.388
28259,Odryz,9.854,52.381,826.194
28260,Buzkn,13.619,54.243,162.745
28261,Jzigq,13.003,51.195,490.610
28262,Pssmc,10.064,50.526,962.621
28263,Qjdcb,6.504,50.097,963.815
28264,Unizf,12.412,50.993,330.298
28265,Gpwtd,8.284,53.354,41.954
28266,Zdhxl,6.783,50.713,475.299
28267,Zebpz,9.077,52.888,621.380
28268,Sqpni,10.278,53.904,196.014
28269,Sjagy,9.453,48.104,829.230
28270,Vgbjv,7.859,49.275,721.752
28271,Vkmwi,13.897,52.548,842.784
28272,Hftyh,9.285,54.191,257.111
28273,Qfwzg,7.475,52.559,137.244
28274,Hrvas,10.299,49.078,144.242
28275,Tklmg,10.412,49.541,858.579
28276,Ogtgj,13.596,50.814,935.370
28277,Aeqot,12.118,49.638,467.987
28278,Bkfdv,13.088,48.714,342.121
28279,Hpjir,11.553,52.604,841.850
28280,Onvsp,8.462,49.810,274.445
28281,Pnjia,7.866,51.681,416.538
28282,Naglr,12.187,53.743,136.613
28283,Xupzd,12.586,48.050,157.272
28284,Rgbex,9.119,53.602,58.904
28285,Dpfcx,11.759,54.123,190.080
28286,Wiuyd,9.612,50.633,188.895
28287,Ecysq,8.554,53.120,915.143
28288,Tfido,12.442,53.897,458.196
28289,Nezgv,9.265,54.792,924.677
28290,Mrrzu,11.281,48.640,94.163
28291,Qnstr,9.216,49.403,152.212
28292,Rubgt,8.641,52.880,256.055
28293,Fcsvd,13.391,54.760,630.417
28294,Adzfm,9.900,54.317,806.275
28295,Wuzig,11.785,48.153,682.288
28296,Djhnz,7.695,50.715,238.580
28297,Tdjvd,14.049,54.249,336.591
28298,Wbirf,8.705,47.945,607.080
28299,Nyjeo,6.929,50.132,504.100
28300,Sdzlr,13.310,54.518,105.876
28301,Xrejp,9.679,53.372,393.193
28302,Mlmzz,11.774,54.213,918.807
28303,Sgcdd,10.669,48.644,790.988
28304,Pgtqd,13.447,52.256,966.954
28305,Amwyc,8.664,54.364,808.661
28306,Zplyd,8.612,52.160,302.655
28307,Igtds,12.604,54.204,937.127
28308,Turhg,10.051,51.919,744.886
28309,Hxbuk,13.644,53.440,572.827
28310,Lrkue,11.879,49.462,402.402
28311,Bomcb,10.095,53.604,531.046
28312,Aqmlw,9.255,52.078,728.736
28313,Krwkp,6.099,50.958,166.137
28314,Rroyy,10.887,53.041,50.917
28315,Srkbu,8.870,52.775,893.841
28316,Sosgm,9.725,49.076,56.316
28317,Purmd,13.076,52.320,126.497
28318,Sbwef,10.231,48.385,807.821
28319,Dullc,12.464,48.792,945.350
28320,Ikcgn,9.270,51.004,581.807
28321,Gqjkq,12.336,52.599,211.561
28322,Ewsqc,12.181,48.073,311.992
28323,Kwdqa,11.119,48.224,381.970
28324,Vmsij,10.171,49.176,244.374
28325,Hcelj,12.385,51.511,868.712
28326,Nrcca,9.682,54.757,500.234
28327,Rbdes,9.757,50.853,526.708
28328,Gcwvg,9.850,49.399,844.799
28329,Qweah,12.628,49.012,2.488
28330,Lwbbj,9.937,48.186,310.780
28331,Kcnuf,13.177,52.964,753.855
28332,Ervps,8.912,51.414,138.515
28333,Ipwmi,13.116,52.061,792.950
28334,Zqfra,10.232,53.827,312.315
28335,Tilrd,8.759,54.336,345.126
28336,Gzdmu,7.602,49.779,151.712
28337,Zjqqo,9.506,50.050,90.560
28338,Zaggf,12.268,47.929,373.669
28339,Xpxtq,12.629,53.906,243.662
28340,Vodwk,8.153,52.026,768.827
28341,Lcfru,7.216,52.756,148.072
28342,Jwdpe,12.580,49.386,590.697
28343,Pmgnr,11.395,49.608,341.661
28344,Fhkvp,8.167,48.568,911.784
28345,Kwrjn,13.165,52.228,929.840
28346,Atrot,12.255,48.584,783.979
28347,Ixubn,13.996,52.720,509.897
28348,Tznis,8.345,50.524,22.738
28349,Mpgji,8.075,47.840,177.603
28350,Gyfbd,9.658,53.660,948.332
28351,Legol,10.005,50.435,550.912
28352,Jdohg,9.391,47.973,938.933
28353,Bkjcj,8.767,54.687,654.932
28354,Yamfc,12.494,52.312,718.394
28355,Yamvq,11.507,50.253,771.713
28356,Smusx,9.415,48.425,192.319
28357,Ciiny,10.534,50.386,580.068
28358,Audqu,12.683,53.464,156.546
28359,Bjgwp,13.169,51.627,798.200
28360,Chdfl,12.417,52.471,274.924
28361,Roatu,11.938,53.860,775.484
28362,Uuqtn,8.571,53.526,354.193
28363,Ruyyu,11.286,48.096,483.525
28364,Teqxq,10.908,50.896,545.603
28365,Tshuo,9.269,54.698,829.642
28366,Hfdlb,7.139,51.021,633.125
28367,Cnbhy,11.046,48.659,151.053
28368,Dqgun,12.447,48.082,626.819
28369,Thqzj,8.371,53.578,909.785
28370,Abfar,8.077,48.509,-0.389
28371,Pfkzp,9.822,47.796,791.665
28372,Qecct,9.948,48.879,649.476
28373,Ozuho,12.640,48.682,153.082
28374,Gvvra,13.109,54.617,8.327
28375,Tthqg,8.028,53.268,413.431
28376,Htied,10.948,50.484,296.273
28377,Gvpsf,10.014,50.399,620.581
28378,Lrcvb,8.924,54.668,905.199
28379,Wyawj,7.735,54.298,189.238
28380,Odonk,9.333,53.840,431.265
28381,Dajww,14.376,51.345,909.462
28382,Epxga,9.276,48.882,246.822
28383,Srjsg,9.389,52.815,866.485
28384,Eupgh,10.146,48.147,114.730
28385,Pznoj,7.443,51.788,496.421
28386,Ivict,11.278,51.237,44.551
28387,Uhlji,8.203,48.577,375.731
28388,Mfzus,13.466,52.294,68.303
28389,Azsxd,7.497,49.244,473.384
28390,Lxhjy,9.475,49.370,363.085
28391,Jqczs,8.443,52.629,879.941
28392,Mrqwo,9.169,54.715,55.612
28393,Ipgaz,12.027,50.184,34.608
28394,Iwrrp,7.793,51.390,583.952
28395,Agmzb,14.045,52.952,714.613
28396,Nnwxf,8.458,54.707,308.737
28397,Aprgz,11.386,53.514,150.424
28398,Jdhee,8.181,50.764,78.344
28399,Qxtaw,10.632,49.700,915.533
28400,Hwdxx,10.110,49.147,204.750
28401,Irkmm,8.938,54.206,259.271
28402,Gjyam,8.539,49.424,758.617
28403,Oqfin,7.684,53.187,4.741
28404,Dpyjj,7.163,49.934,859.044
28405,Axtyz,9.668,54.775,282.145
28406,Pkkbb,11.720,53.047,847.469
28407,Rgeri,10.115,49.692,328.232
28408,Sxsve,7.879,54.124,190.457
28409,Kcaqa,9.067,48.957,722.836
28410,Ehvpb,9.855,54.653,433.196
28411,Smkff,9.423,53.279,342.417
28412,Iazmf,11.156,50.270,963.812
28413,Louay,6.853,50.626,778.957
28414,Jkqov,11.591,49.754,764.217
28415,Sujpn,10.546,54.044,597.229
28416,Vadaw,10.110,47.516,494.565
28417,Movhm,7.040,51.143,296.014
28418,Ujsfp,7.492,50.867,332.788
28419,Hlyhf,9.617,54.788,961.247
28420,Novas,10.049,54.348,392.872
28421,Qtvgg,13.783,54.153,843.595
28422,Hjceq,13.993,52.645,479.482
28423,Hxniz,9.616,50.760,126.585
28424,Fmpbj,8.027,50.850,319.282
28425,Nnalh,8.750,53.232,206.255
28426,Yscmw,7.928,47.631,606.898
28427,Moyrm,13.054,51.311,464.961
28428,Lsada,8.007,54.965,382.453
28429,Cahxb,6.746,51.008,691.092
28430,Pqbsw,8.175,49.317,478.823
28431,Kzdti,9.100,50.356,950.808
28432,Cuhfr,11.890,50.481,514.224
28433,Emrso,7.439,53.980,241.193
28434,Fhgjz,9.780,50.977,914.853
28435,Hvecq,12.175,51.560,183.609
28436,Wjhkg,9.414,51.942,506.040
28437,Ztprr,13.807,51.780,505.838
28438,Cjcai,7.527,53.559,202.518
28439,Jhitl,7.276,53.893,491.478
28440,Jnbss,7.908,47.857,569.020
28441,Xhuno,7.889,53.199,169.986
28442,Pyanu,9.419,49.893,691.567
28443,Xsnei,7.524,51.274,741.068
28444,Lxyqa,12.634,49.289,322.907
28445,Sfdlt,10.507,50.671,262.007
28446,Oshws,7.075,50.249,35.860
28447,Uhnut,9.033,50.773,90.199
28448,Ojvuo,10.144,53.783,391.551
28449,Bbkvu,10.074,52.432,315.535
28450,Nakms,9.996,48.021,521.302
28451,Mejfh,11.190,51.446,121.760
28452,Crptp,12.814,54.065,33.155
28453,Fkhhr,6.976,51.701,863.818
28454,Uyhvt,12.212,48.346,53.782
28455,Mdoqi,9.593,51.061,568.605
28456,Cyhif,8.078,48.716,498.243
28457,Rtxtc,9.760,49.316,526.106
28458,Rcadt,13.413,51.740,219.453
28459,Rsgab,10.179,52.884,819.742
28460,Ufkbm,8.904,48.151,616.987
28461,Ibfdw,8.676,48.283,165.673
28462,Rvyft,8.347,54.580,470.603
28463,Spudt,8.758,48.816,162.024
28464,Vqpku,8.272,48.505,843.273
28465,Lalaj,9.359,50.674,731.851
28466,Yhkft,11.082,49.435,13.500
28467,Bsixd,8.019,49.796,830.973
28468,Wehne,13.994,54.566,546.576
28469,Lrbgk,6.241,51.112,197.374
28470,Jhaqj,7.804,51.859,371.069
28471,Magqc,9.270,53.277,907.794
28472,Xuxwh,12.253,52.166,298.265
28473,Pmrwc,8.705,49.159,129.594
28474,Xwfpt,9.494,54.798,582.771
28475,Yxaqf,9.085,49.400,397.410
28476,Ycdru,12.694,47.990,763.601
28477,Mhjcb,10.117,54.122,383.352
28478,Zcbla,10.802,51.080,190.878
28479,Uavfw,12.899,54.575,184.179
28480,Flztj,12.246,49.577,525.012
28481,Fqklr,11.680,53.923,453.882
28482,Fqmdx,13.487,53.743,181.174
28483,Umilq,13.142,48.349,164.126
28484,Hvisy,10.858,50.153,465.772
28485,Rlsao,9.790,51.523,263.799
28486,Duxel,6.464,51.134,641.075
28487,Ciibm,10.283,47.950,650.503
28488,Heslg,10.426,48.479,582.580
28489,Lltul,12.478,51.367,594.999
28490,Klxht,7.944,52.713,18.266
28491,Uaowp,11.605,50.146,122.264
28492,Xshya,8.068,53.133,725.065
28493,Dkhis,10.905,54.073,232.242
28494,Rabwc,13.534,54.732,317.569
28495,Vuouu,8.996,48.573,665.957
28496,Qxphp,8.642,48.259,557.963
28497,Ovhph,10.782,54.407,126.788
28498,Xhdis,9.207,50.957,503.693
28499,Jhuhb,8.584,48.476,371.331
28500,Gocyg,8.513,54.803,295.656
28501,Rzkub,10.896,49.688,533.247
28502,Rqfjx,13.828,52.386,897.247
28503,Xmncl,9.866,50.418,764.848
28504,Vyqii,10.601,52.340,625.487
28505,Wvszf,9.414,51.807,313.105
28506,Hvjrs,10.386,49.302,260.825
28507,Cihtc,11.544,54.266,253.989
28508,Oxxvw,7.280,51.470,341.929
28509,Dlozu,11.840,52.572,286.635
28510,Nhxyq,7.970,50.130,320.681
28511,Uygfy,12.121,49.808,321.474
28512,Tzcmq,14.072,52.574,135.957
28513,Oakol,12.461,53.939,391.333
28514,Ryjtr,8.853,53.429,325.152
28515,Vjvaf,9.741,52.331,951.600
28516,Jafol,9.019,54.480,79.745
28517,Lhaff,7.120,49.573,183.187
28518,Uvycf,9.477,50.072,591.837
28519,Drdse,7.479,50.402,267.943
28520,Cqbsz,7.581,49.355,669.893
28521,Emkdq,7.924,49.288,38.487
28522,Wzymu,9.513,48.368,503.244
28523,Gckqf,11.685,48.543,853.343
28524,Zcgka,12.546,50.646,961.202
28525,Msssq,8.598,48.313,331.122
28526,Juwqg,11.184,53.114,51.543
28527,Nhgtd,9.348,53.513,774.663
28528,Qkarw,8.022,50.817,39.710
28529,Zbltw,8.864,52.394,696.812
28530,Devwv,9.188,54.691,874.513
28531,Bkhzm,11.601,50.849,270.201
28532,Jkkep,8.615,54.681,241.993
28533,Piltb,10.348,51.778,922.480
28534,Bhwll,9.950,52.157,829.719
28535,Ukogm,10.675,53.299,848.739
28536,Tizmh,10.958,50.978,870.529
28537,Evrky,11.850,50.510,556.005
28538,Tnscr,7.705,52.701,841.292
28539,Ifpdo,13.976,51.105,748.608
28540,Cgldp,9.342,49.135,550.657
28541,Jxhfz,12.867,48.832,645.920
28542,Urnev,10.892,52.188,39.130
28543,Qjaal,8.002,51.867,174.034
28544,Ssxho,10.459,51.660,340.929
28545,Cuxuy,12.661,54.198,591.491
28546,Ajcqj,8.054,52.040,68.971
28547,Pxsqo,9.230,52.953,450.901
28548,Mtcge,12.984,50.931,279.496
28549,Yfnga,7.633,51.322,693.208
28550,Rqtqw,9.611,54.611,534.340
28551,Olviq,8.530,50.536,14.858
28552,Ejcde,12.420,51.484,224.296
28553,Uicev,8.968,53.634,672.218
28554,Gukur,9.548,54.730,685.821
28555,Bjluw,11.229,51.296,405.075
28556,Yibru,10.816,50.602,576.748
28557,Qrzfr,10.224,48.584,749.853
28558,Wcmth,9.495,48.706,29.722
28559,Zohzq,12.123,53.135,78.065
28560,Mwrje,9.165,52.362,744.348
28561,Fnnkl,12.337,52.959,327.056
28562,Yrnyg,10.653,52.483,397.551
28563,Lmqaa,8.028,49.584,245.795
28564,Vqnrh,14.132,54.011,348.860
28565,Boopu,9.242,52.806,401.734
28566,Luwbg,10.201,50.810,436.035
28567,Myzwx,8.030,48.343,429.407
28568,Rzhww,11.379,49.490,625.701
28569,Mdowm,12.093,48.509,136.240
28570,Nvsym,12.855,49.199,685.855
28571,Ivklr,13.091,54.021,354.003
28572,Kioub,9.387,52.414,893.730
28573,Foxho,12.340,49.125,927.127
28574,Assjl,8.490,49.907,194.001
28575,Wpiib,13.194,48.339,521.922
28576,Omthk,6.573,51.496,70.147
28577,Wwdcw,10.543,50.807,755.552
28578,Nwqyj,10.221,49.192,899.607
28579,Ltwqw,13.586,54.857,175.332
28580,Xnlqp,9.868,49.813,87.384
28581,Fhour,8.323,54.774,334.002
28582,Nieyp,10.218,48.341,225.420
28583,Whaqo,11.773,53.178,114.663
28584,Cworq,9.508,47.959,931.073
28585,Bxjff,13.124,51.851,910.958
28586,Ivtdb,12.099,51.993,110.789
28587,Qfink,10.265,49.039,178.670
28588,Juitw,8.338,48.545,249.754
28589,Gylly,6.470,51.589,565.396
28590,Qxcfr,9.582,48.480,167.567
28591,Ptpwp,7.371,50.708,802.475
28592,Xpbaj,7.035,49.915,616.747
28593,Vbccz,12.714,48.448,106.037
28594,Pwwgo,6.993,53.455,531.364
28595,Eotap,11.692,48.770,356.422
28596,Dqjuc,10.977,52.356,94.911
28597,Ngrvd,13.785,52.721,63.718
28598,Ubttj,12.498,52.101,947.430
28599,Mjqew,9.898,53.351,619.656
28600,Mvbpp,9.694,51.901,43.259
28601,Nbegt,7.469,51.060,955.960
28602,Fismi,11.025,50.801,646.607
28603,Oibaa,9.301,54.509,357.895
28604,Ogoep,6.336,51.019,654.936
28605,Wrmmf,10.673,54.060,1.041
28606,Mfrae,13.035,48.318,451.348
28607,Yfavq,11.114,53.677,905.866
28608,Zizsh,6.514,50.947,9.077
28609,Qcgna,11.839,49.119,756.785
28610,Qepym,8.931,48.411,587.877
28611,Yajjw,10.222,50.212,424.153
28612,Ofjjp,10.399,52.995,209.420
28613,Dgrib,13.016,54.741,939.297
28614,Ckuzd,6.782,52.552,943.069
28615,Alzvt,10.567,52.371,434.874
28616,Gqeza,7.613,53.579,220.955
28617,Cumyu,9.892,49.970,881.832
28618,Hresq,11.386,50.815,317.983
28619,Wwcej,6.563,53.728,847.353
28620,Dqocm,11.999,53.882,921.207
28621,Xpuvp,8.584,50.417,141.916
28622,Otgwp,9.160,54.611,673.206
28623,Hdqek,7.989,51.443,840.951
28624,Ypcmu,11.175,52.487,138.440
28625,Mynai,9.714,51.162,712.056
28626,Kfbio,8.647,50.211,465.918
28627,Utzsy,7.669,53.346,527.523
28628,Onjul,12.293,48.472,471.420
28629,Nnbfz,9.503,53.023,868.721
28630,Oevix,7.977,53.107,520.724
28631,Sipoz,12.415,54.547,426.556
28632,Pigiq,10.141,47.951,498.420
28633,Oqtiz,9.833,51.298,492.808
28634,Gtdaz,13.015,48.474,339.817
28635,Kvfdq,9.781,50.320,650.348
28636,Ripio,11.521,52.454,238.079
28637,Hhkio,12.861,51.509,937.217
28638,Teqhx,12.700,52.193,8.751
28639,Ajfeb,8.882,48.032,776.156
28640,Mfija,11.677,52.133,470.981
28641,Jkcji,7.020,50.203,498.782
28642,Xmpwr,10.783,48.255,876.778
28643,Uldjk,9.579,48.457,394.373
28644,Muqbn,11.146,53.965,645.267
28645,Bvdgg,10.071,49.094,551.308
28646,Kitoo,6.780,50.775,371.174
28647,Yvtll,6.659,51.624,103.913
28648,Kcwsi,13.685,52.783,340.440
28649,Tudsj,7.160,52.789,740.820
28650,Bsaqn,8.053,54.202,69.904
28651,Kowcg,11.361,53.614,564.676
28652,Yrakd,10.171,49.650,820.437
28653,Lysaw,11.175,51.475,325.671
28654,Anpee,12.492,49.598,278.679
28655,Heigc,10.212,52.294,875.075
28656,Hthpm,8.128,50.598,330.025
28657,Ksgdc,11.408,52.658,488.706
28658,Isnar,11.646,48.961,161.558
28659,Uzysn,9.845,52.662,337.186
28660,Lwvxj,8.395,52.942,727.445
28661,Wyhvj,7.733,53.130,260.046
28662,Qdnqf,8.378,48.362,378.923
28663,Jpqmq,8.202,53.051,347.047
28664,Wneiz,11.468,49.006,917.657
28665,Xythi,10.707,53.925,336.203
28666,Acsvz,13.092,53.234,599.350
28667,Peula,9.646,54.401,764.964
28668,Heojs,8.994,52.150,644.615
28669,Sprxp,11.309,49.577,304.642
28670,Nnxhq,12.673,50.543,184.526
28671,Tjdnb,9.246,51.800,213.852
28672,Gyfsg,6.988,51.795,807.360
28673,Mdplq,8.866,53.217,512.997
28674,Cqyma,8.588,48.793,19.260
28675,Gcipm,9.538,51.389,356.871
28676,Uppgp,13.138,53.198,297.281
28677,Rvfeo,7.935,50.173,573.522
28678,Mhqan,8.996,51.848,401.753
28679,Hgstb,7.266,49.424,605.941
28680,Poiga,8.259,52.652,915.250
28681,Fhxut,7.932,54.121,326.247
28682,Xwnev,14.912,51.069,937.360
28683,Tdzge,8.740,47.972,663.436
28684,Yssoi,11.274,50.785,95.640
28685,Wepee,13.319,53.589,821.753
28686,Pgqoz,9.393,54.199,602.318
28687,Ugkge,7.564,52.885,781.892
28688,Hyakc,10.116,53.055,740.705
28689,Dkaoa,8.264,52.021,451.199
28690,Jifhd,10.409,54.295,340.082
28691,Pyrcu,7.052,49.208,81.382
28692,Btjoc,9.086,54.204,918.516
28693,Romvu,10.759,50.546,542.594
28694,Uftzb,9.951,50.503,279.328
28695,Ulzen,11.123,48.166,223.978
28696,Bvwvo,8.755,48.638,251.716
28697,Xrzxx,10.062,53.324,787.132
28698,Yjxij,7.066,49.255,622.250
28699,Ephio,11.538,53.914,73.326
28700,Robml,11.090,49.520,214.358
28701,Ggwny,9.252,50.733,501.645
28702,Cjleu,9.516,50.339,805.424
28703,Hwdvu,12.411,52.238,797.868
28704,Tadzh,7.097,50.281,926.967
28705,Wrkam,8.904,51.574,491.179
28706,Fsiyp,7.425,52.040,321.029
28707,Iwccw,9.134,50.187,324.177
28708,Speko,8.932,49.888,502.619
28709,Bwojq,9.299,49.858,89.344
28710,Bnbnc,12.801,52.781,811.325
28711,Zwnlt,9.792,50.173,852.960
28712,Pslnu,9.502,48.987,165.770
28713,Jjeze,13.626,52.734,616.362
28714,Iekds,11.832,48.442,441.114
28715,Unoip,10.173,48.756,884.253
28716,Lpcao,9.891,52.047,68.568
28717,Vrxlo,7.119,51.550,872.445
28718,Sjbib,6.517,51.220,177.065
28719,Vwkob,7.353,49.488,203.727
28720,Sbilf,9.458,51.801,865.034
28721,Vmziv,7.686,47.763,703.883
28722,Gjmzt,8.040,49.038,313.104
28723,Pvcmf,13.779,53.280,905.700
28724,Fughg,12.653,54.363,458.630
28725,Gbrol,7.807,51.761,293.076
28726,Bcjxy,10.557,51.415,913.491
28727,Xlxbm,11.314,48.709,97.194
28728,Sruzp,10.356,49.236,906.187
28729,Ahutf,9.362,53.684,177.875
28730,Dqdmf,12.116,48.953,815.087
28731,Rxeno,10.470,47.999,904.188
28732,Yjulf,11.244,48.938,386.140
28733,Nlumd,10.939,48.693,610.244
28734,Xwbyy,9.228,52.292,846.651
28735,Sukyl,11.557,48.115,549.195
28736,Bperh,8.926,52.082,125.174
28737,Aiuio,9.022,52.358,665.445
28738,Jtcsb,9.779,51.876,941.831
28739,Akcos,9.343,48.767,935.502
28740,Jneda,8.696,49.194,417.020
28741,Bjukx,11.169,49.601,618.506
28742,Abgui,10.909,53.270,831.558
28743,Cgexa,7.864,50.287,342.181
28744,Tyztw,11.281,53.932,402.062
28745,Xctel,8.603,50.847,816.603
28746,Whbcm,11.903,52.716,902.071
28747,Blnvh,8.065,49.832,469.520
28748,Codvr,13.552,53.549,197.695
28749,Tjvvp,7.775,53.348,449.942
28750,Znvpq,6.625,50.346,620.601
28751,Dctjd,7.439,53.907,273.540
28752,Sfglo,11.837,52.994,725.788
28753,Kegrv,7.263,50.165,166.604
28754,Rtusn,10.421,52.432,509.346
28755,Xvqof,10.443,51.661,48.757
28756,Ivxkf,9.560,49.772,611.707
28757,Gndcg,9.952,52.119,700.395
28758,Ynewl,14.159,51.920,212.607
28759,Srqzt,11.959,53.445,579.025
28760,Tcdja,11.245,53.814,776.777
28761,Jwexi,13.440,48.954,760.204
28762,Bkkfg,13.292,52.105,954.567
28763,Tuewt,9.828,48.770,516.994
28764,Hpzaa,11.560,52.192,269.014
28765,Vxmjn,10.457,48.894,750.095
28766,Wznms,7.369,49.761,299.013
28767,Tbzgx,11.888,53.842,354.689
28768,Xbvmx,9.102,48.875,268.034
28769,Hjrma,12.214,52.886,309.311
28770,Gonkl,6.907,49.340,576.073
28771,Fegnl,13.171,53.715,696.968
28772,Ifgvc,8.732,52.677,39.624
28773,Srgqv,7.809,53.800,110.041
28774,Hsevm,12.500,48.150,371.008
28775,Hovez,9.187,51.516,871.000
28776,Aibfa,9.186,53.582,463.243
28777,Pjjpx,11.977,52.077,679.672
28778,Gghua,8.296,52.311,785.508
28779,Ptkzt,10.362,49.619,703.877
28780,Pxcpv,10.533,54.420,533.933
28781,Mjzyz,6.665,51.899,339.587
28782,Xvige,11.729,53.115,774.329
28783,Hyaie,8.743,48.581,626.553
28784,Rkkvi,10.293,49.076,280.882
28785,Zxxuk,7.377,52.112,748.021
28786,Kwmsn,9.824,54.081,577.765
28787,Lhttn,10.004,51.854,715.979
28788,Edeug,8.200,52.726,965.093
28789,Pggsi,11.023,51.295,837.706
28790,Wtxuj,12.557,49.247,118.330
28791,Ovkez,12.845,51.893,323.293
28792,Kgfzq,11.088,53.677,956.981
28793,Gausx,12.728,54.236,930.299
28794,Tzdnj,13.160,48.486,67.418
28795,Iptkf,8.278,54.689,270.867
28796,Birzi,9.635,52.674,-4.644
28797,Rkivm,10.667,53.109,703.221
28798,Mquem,9.928,51.773,339.221
28799,Buixn,11.284,52.897,929.004
28800,Jttqz,12.027,53.196,948.106
28801,Zwqtp,9.009,51.992,182.881
28802,Cukxn,9.344,54.753,602.675
28803,Roxcx,11.703,52.490,205.628
28804,Bbyet,14.920,51.276,542.335
28805,Sxion,11.466,50.226,179.417
28806,Isywp,7.078,52.682,379.676
28807,Mmebn,10.082,51.326,85.354
28808,Nrssp,12.730,52.493,150.979
28809,Umadb,10.205,49.250,42.403
28810,Cfnpi,13.333,54.086,76.639
28811,Usdbr,8.464,50.834,439.379
28812,Iqxla,7.294,50.023,652.965
28813,Emmyv,13.190,52.944,893.676
28814,Ozsfx,10.981,52.653,723.958
28815,Wlwrq,12.916,53.262,312.446
28816,Akfop,8.525,49.843,698.681
28817,Yfugu,7.734,49.420,569.959
28818,Riszd,13.640,51.855,416.824
28819,Rgrow,11.563,48.606,341.484
28820,Iuzww,8.933,52.081,867.838
28821,Ungps,6.314,50.913,217.722
28822,Agjhk,6.965,50.773,551.793
28823,Dkgau,11.668,48.326,903.039
28824,Tojwh,12.467,52.129,443.822
28825,Fmzmr,9.896,47.834,890.912
28826,Rwxmi,12.046,49.474,321.990
28827,Ddzlh,11.403,50.252,466.744
28828,Nlxvf,9.577,52.260,238.590
28829,Zivsp,9.365,52.634,101.843
28830,Lzjbu,11.938,47.979,791.889
28831,Axjcs,7.500,50.487,212.405
28832,Imykk,12.393,52.015,406.441
28833,Obmhu,8.949,49.471,868.779
28834,Uqisk,8.672,53.207,649.610
28835,Oxlxm,7.068,52.509,52.899
28836,Nhtto,7.708,52.910,832.759
28837,Njoms,10.876,48.376,634.728
