id,city,x,y,z
1963,Zrlos,7.721,50.877,377.211
1964,Tiimm,12.038,53.301,426.394
1965,Mfkvf,11.837,48.387,936.571
1966,Aatgz,11.013,49.371,812.901
1967,Rbfvg,8.920,54.768,551.127
1968,Dqfsy,10.671,49.424,767.573
1969,Oqkkh,10.302,52.913,166.570
1970,Bjrki,9.379,53.775,96.607
1971,Ofvnu,10.930,53.465,685.721
1972,Sdbbs,8.967,51.430,16.500
1973,Btpoh,10.369,47.670,356.036
1974,Czkxh,12.135,48.820,375.691
1975,Kjrws,8.348,52.404,956.046
1976,Moqju,11.427,48.156,514.141
1977,Zafsf,10.496,49.617,726.373
1978,Asaqm,13.901,53.222,833.951
1979,Abppx,6.930,50.372,99.942
1980,Sdwbn,8.181,53.675,696.187
1981,Vwkwp,10.324,47.631,516.601
1982,Dslvu,8.331,51.685,622.439
1983,Pieul,12.122,48.501,888.153
1984,Kdwtg,12.332,48.785,845.673
1985,Ibigc,11.762,52.373,709.600
1986,Nrrgr,11.213,51.627,272.246
1987,Icpuo,12.842,53.321,530.002
1988,Gtmwx,9.324,50.815,630.109
1989,Ieqwx,9.236,50.136,234.740
1990,Zqwak,8.829,51.931,949.556
1991,Ssnww,10.762,52.438,646.412
1992,Meeak,11.531,53.522,461.834
1993,Yhvzf,12.684,50.506,54.087
1994,Ocdgm,11.527,51.896,942.114
1995,Zwhtv,14.131,52.550,831.084
1996,Cquli,11.423,54.116,685.283
1997,Tuhbm,12.655,53.006,942.908
1998,Vuqdg,8.212,51.084,220.645
1999,Czmri,10.433,49.902,5.227
2000,Obohp,10.217,48.245,894.429
2001,Stvgp,9.893,52.170,439.233
2002,Bqhxk,6.851,50.035,336.295
2003,Ucvuc,14.009,54.015,431.237
2004,Lzqij,12.141,47.873,322.060
2005,Xwcgq,11.677,51.727,666.945
2006,Xobdo,6.338,50.540,249.047
2007,Qejim,11.965,48.152,106.211
2008,Lqzid,8.124,47.777,527.644
2009,Amjcd,10.803,52.347,677.624
2010,Mlzjl,9.292,47.910,40.060
2011,Ubqcp,10.453,50.649,209.846
2012,Dzfma,9.493,53.877,53.993
2013,Twnfi,7.511,49.561,764.382
2014,Smzru,11.158,47.659,21.790
2015,Zknxd,14.186,52.655,337.538
2016,Rhwjj,9.709,49.092,361.213
2017,Hayoq,10.036,50.167,8.883
2018,Ydwgt,12.131,53.232,679.213
2019,Cydpo,13.002,52.815,687.512
2020,Mqvvz,9.854,48.281,253.445
2021,Wiuww,14.719,50.911,538.327
2022,Eogue,7.404,51.336,836.535
2023,Cpdbt,13.359,51.521,230.985
2024,Hdavo,7.919,54.163,264.446
2025,Rplrc,7.631,49.740,79.730
2026,Vjute,11.052,49.828,721.190
2027,Bdgox,10.119,50.783,104.939
2028,Zpvgk,10.374,50.691,776.865
2029,Rwqaj,14.085,53.643,902.760
2030,Ohito,11.346,54.271,-2.710
2031,Smsya,10.937,48.755,43.328
2032,Qkfwd,10.104,48.700,204.988
2033,Pazld,10.524,49.865,311.557
2034,Bvbet,8.761,51.382,429.871
2035,Vtqfq,6.280,51.728,312.979
2036,Pahjw,10.386,50.800,959.179
2037,Aehor,10.949,52.726,376.014
2038,Vhnrl,10.542,49.221,590.430
2039,Axcgm,12.026,50.142,912.364
2040,Pcwke,8.424,49.885,94.555
2041,Bokim,12.092,54.145,800.667
2042,Chahi,11.900,53.684,864.339
2043,Dmuuf,11.797,54.244,141.521
2044,Erfzq,11.002,52.200,607.707
2045,Jkknj,10.492,48.095,637.778
2046,Ttyer,11.354,50.563,208.447
2047,Nlwpr,8.705,49.736,9.852
2048,Azuvt,7.700,51.942,840.423
2049,Xobsv,11.560,51.093,879.935
2050,Cawtr,8.970,51.118,557.949
2051,Iaxkf,11.376,49.080,653.184
2052,Ocyxk,6.867,49.516,490.782
2053,Arxpz,13.436,52.122,946.830
2054,Nudvs,11.078,48.984,427.512
2055,Mmcge,7.334,53.611,817.286
2056,Yvvvg,13.121,51.434,278.236
2057,Ortil,8.991,52.874,560.977
2058,Njakh,12.252,54.291,755.269
2059,Lunlf,8.597,50.274,230.144
2060,Rirnl,11.146,50.563,39.557
2061,Szowh,9.617,48.546,289.817
2062,Bpohr,11.511,53.519,923.999
2063,Pjkgu,11.332,49.514,50.002
2064,Aeyxs,7.831,50.548,356.864
2065,Vwyeq,6.962,51.460,949.705
2066,Otuoz,10.594,50.727,862.696
2067,Vddka,8.648,48.973,250.927
2068,Zwnam,14.047,54.206,415.097
2069,Vbgqr,13.196,52.572,487.261
2070,Irias,13.736,53.269,358.395
2071,Xefpc,9.738,49.589,105.747
2072,Pidzb,13.138,53.001,562.614
2073,Zjyqc,11.149,52.651,464.902
2074,Bhkay,8.060,52.070,418.404
2075,Moihm,10.401,49.192,192.209
2076,Vfklr,9.112,52.819,562.184
2077,Aefdi,6.771,51.561,236.330
2078,Qnhtq,12.724,52.833,867.654
2079,Hdizn,11.923,47.857,598.549
2080,Cfoju,7.983,47.692,492.085
2081,Khjnz,9.642,50.561,160.861
2082,Wxsly,12.488,51.364,16.025
2083,Gyywz,11.619,52.870,780.374
2084,Bojlt,8.238,53.753,961.708
2085,Pjotg,13.773,51.835,505.570
2086,Dhcdt,8.162,54.885,469.124
2087,Gkkhy,8.139,53.028,627.657
2088,Iinte,12.735,52.543,939.952
2089,Zyhgt,14.587,51.245,891.597
2090,Unuoq,10.229,53.321,466.489
2091,Dsfhf,10.529,49.108,750.872
2092,Vmqfv,7.015,50.264,333.816
2093,Xjvtj,12.080,50.082,834.343
2094,Fpeer,11.080,51.370,399.765
2095,Csgkm,13.211,54.815,116.923
2096,Vlkos,10.979,49.913,478.651
2097,Bbkbu,12.037,48.038,882.484
2098,Elhkw,9.427,48.613,597.905
2099,Oecpz,8.423,48.431,683.289
2100,Dmwux,10.534,50.923,281.843
2101,Mwwou,11.823,50.157,378.261
2102,Vkiuv,6.574,50.627,34.861
2103,Oexrh,13.190,52.397,294.222
2104,Ustgy,10.160,54.540,643.521
2105,Ggcsg,11.019,48.344,435.037
2106,Shlbw,11.443,51.289,907.545
2107,Hrpck,11.281,49.302,483.075
2108,Emwdc,10.444,50.593,804.618
2109,Sdzzz,12.316,52.921,550.296
2110,Bbxii,8.445,50.513,569.230
2111,Cuqnl,9.591,52.325,801.980
2112,Ifpit,7.516,50.595,732.589
2113,Patec,12.030,49.888,473.195
2114,Txgpz,7.733,50.032,734.310
2115,Rxbpr,8.545,50.871,425.449
2116,Eharu,8.718,53.914,39.006
2117,Zuzem,9.353,51.844,917.227
2118,Haoqu,11.378,47.915,114.835
2119,Jhamd,10.172,52.047,94.467
2120,Ytamk,8.552,49.269,178.487
2121,Ofrdn,14.640,51.511,601.852
2122,Tvtkv,12.908,48.315,96.846
2123,Hddvv,6.447,50.924,884.356
2124,Vzlsu,7.724,52.747,603.669
2125,Ehmlu,12.435,52.245,237.726
2126,Kkben,10.770,49.174,424.374
2127,Mvkvb,12.145,52.406,405.901
2128,Bsnvd,9.876,53.464,179.830
2129,Wyjqd,9.694,54.356,684.042
2130,Tbfas,10.310,49.655,284.360
2131,Tiuqg,8.830,53.253,657.665
2132,Wkujt,6.439,51.817,872.392
2133,Xnntf,8.597,49.841,105.879
2134,Fccfa,11.671,48.127,317.782
2135,Uwcjr,7.625,53.914,702.609
2136,Fidpj,8.785,50.883,214.790
2137,Ghdha,8.170,50.218,32.457
2138,Dszzd,9.985,54.634,353.537
2139,Dnplt,7.907,49.980,7.465
2140,Upfkd,10.787,51.622,161.286
2141,Ribbm,11.845,53.791,196.441
2142,Govxn,12.315,49.787,765.588
2143,Rcvvk,9.313,51.468,601.205
2144,Dkjib,11.107,47.938,390.051
2145,Tzqcf,12.378,51.984,78.985
2146,Lzelt,14.867,51.225,168.619
2147,Hjpdb,9.723,49.746,26.581
2148,Ccwny,9.444,49.379,935.488
2149,Regmr,11.683,53.307,358.109
2150,Jsild,12.899,47.779,802.918
2151,Awxre,9.019,49.415,747.608
2152,Oxags,9.273,47.651,881.923
2153,Gyktn,6.780,51.907,793.578
2154,Gxbas,9.939,54.192,54.138
2155,Bocoo,10.146,54.452,900.650
2156,Toota,8.894,52.678,750.171
2157,Kmeci,8.375,50.700,776.099
2158,Aidhx,7.906,51.002,633.728
2159,Xikqs,11.368,47.705,400.223
2160,Qcyfo,7.929,48.558,965.170
2161,Zrzqj,14.641,51.104,595.623
2162,Zpdbn,9.063,51.312,411.700
2163,Xbptf,12.130,47.727,70.160
2164,Yjcgb,12.332,47.964,639.381
2165,Tkbtf,11.879,52.396,841.573
2166,Loiwx,12.707,51.075,687.343
2167,Bafap,12.041,51.330,343.558
2168,Gbwqn,11.222,53.390,792.300
2169,Spjge,8.437,52.304,88.705
2170,Lgowl,7.647,51.047,727.288
2171,Cyevn,8.763,51.934,535.062
2172,Fxvpf,11.688,48.626,778.916
2173,Khsyz,8.863,50.518,842.685
2174,Guevr,12.966,53.266,429.519
2175,Fhytd,7.991,52.830,715.914
2176,Ypnyu,6.881,53.484,926.862
2177,Vdbqj,11.472,53.591,196.800
2178,Oyypa,7.181,53.748,495.719
2179,Lamdo,11.900,54.299,440.067
2180,Wrxzs,8.541,49.178,557.932
2181,Fukvv,12.709,54.390,363.339
2182,Ejhxf,12.124,53.711,302.905
2183,Rfslz,10.348,50.130,291.745
2184,Cuymv,8.955,50.587,925.505
2185,Xbedm,14.287,52.339,571.487
2186,Mafpm,13.988,52.033,285.712
2187,Zkjtn,9.264,52.933,747.089
2188,Rvgsj,7.918,51.896,164.445
2189,Cpmqi,7.316,50.688,436.778
2190,Xxbty,12.219,48.104,711.286
2191,Dwjon,6.890,50.642,703.957
2192,Ddkrf,8.961,48.109,475.921
2193,Vfzsx,9.515,49.476,594.928
2194,Ugtur,8.287,53.277,497.314
2195,Ogznu,8.427,48.146,162.302
2196,Ozizf,10.822,51.849,33.418
2197,Ekubj,13.772,52.407,319.249
2198,Ztmoi,6.584,51.381,535.042
2199,Natiu,11.309,49.098,936.803
2200,Lpkho,10.244,53.477,777.294
2201,Cqlqv,10.573,47.891,636.330
2202,Scwah,6.715,51.767,525.717
2203,Vpunk,12.195,53.232,917.270
2204,Ryftl,10.794,49.268,381.109
2205,Kzddq,9.282,50.585,77.545
2206,Vuqek,10.367,53.343,570.276
2207,Kjjmx,12.849,51.930,399.375
2208,Ffmmx,12.712,53.158,938.641
2209,Gbpiw,10.925,49.129,697.598
2210,Kpiml,13.916,54.629,262.027
2211,Fzbmq,11.166,48.170,116.957
2212,Xmldk,11.836,53.603,244.708
2213,Xqorl,7.657,52.448,771.401
2214,Phktw,7.372,49.402,432.701
2215,Ljhsd,7.946,49.086,368.095
2216,Ekdke,9.174,48.694,859.341
2217,Myevo,10.009,53.264,905.491
2218,Evajl,10.954,51.736,336.688
2219,Lsqpp,8.166,53.502,203.106
2220,Xuqql,11.987,49.167,15.666
2221,Dldnh,10.227,47.922,256.358
2222,Zdnid,7.678,53.661,52.710
2223,Nqzrd,7.795,54.094,470.245
2224,Onqxb,12.520,53.472,572.222
2225,Hipqq,9.647,50.625,896.752
2226,Lwikw,12.818,52.621,642.444
2227,Xfhds,9.235,54.788,238.303
2228,Tdfii,6.733,51.812,449.040
2229,Fzezu,9.374,49.830,188.834
2230,Untcc,11.969,51.400,770.951
2231,Rvidw,8.569,50.186,112.202
2232,Nonoa,12.217,51.243,791.183
2233,Jyhnz,9.873,48.441,375.636
2234,Yrnvv,10.185,50.872,612.789
2235,Ydtky,9.582,51.755,414.159
2236,Kxgui,14.642,51.400,699.769
2237,Fdaek,14.417,52.482,477.060
2238,Umzkh,9.265,50.352,423.945
2239,Gwhha,11.209,49.611,768.904
2240,Frtvb,6.828,50.962,914.503
2241,Cjaka,7.683,52.919,127.663
2242,Xxiov,9.432,48.304,469.166
2243,Ccfnk,10.935,53.297,369.856
2244,Chvcj,11.144,49.138,681.696
2245,Qhcko,9.113,53.410,222.233
2246,Arubf,11.379,50.980,239.349
2247,Qkobl,14.542,52.203,43.190
2248,Frqrh,10.173,49.269,748.236
2249,Bujzd,7.801,47.645,80.422
2250,Yzety,7.922,51.498,24.352
2251,Gzuze,9.198,50.010,710.268
2252,Vmifv,12.264,49.890,532.089
2253,Gjmii,10.443,49.046,818.737
2254,Tkxar,7.073,51.943,417.772
2255,Ncuqb,9.406,53.036,904.507
2256,Gfbob,8.670,47.899,604.524
2257,Yawmp,11.028,50.892,674.235
2258,Ylibl,10.278,48.950,163.163
2259,Fwlog,11.682,50.238,440.906
2260,Famnu,8.343,52.778,849.124
2261,Gsgyp,7.904,48.529,732.145
2262,Qmnsb,9.315,48.102,405.737
2263,Uvwhc,8.550,50.762,185.619
2264,Ysujb,14.537,52.153,235.999
2265,Umvgk,13.075,50.727,872.173
2266,Wkrnr,12.349,49.090,950.084
2267,Igtnu,10.765,47.890,518.934
2268,Hzcfn,11.939,49.865,869.528
2269,Outnx,8.595,51.041,456.111
2270,Vniih,9.432,51.029,105.734
2271,Baqra,12.137,52.800,919.540
2272,Sxbtq,13.354,54.726,329.486
2273,Aqgfh,9.262,50.463,395.958
2274,Xnoiy,8.162,53.383,711.813
2275,Xbcpz,9.823,51.861,268.166
2276,Whlku,10.893,52.198,276.273
2277,Gicte,6.834,52.531,383.976
2278,Dtxfh,9.069,51.993,304.584
2279,Ufaqr,7.906,49.135,869.199
2280,Obxkb,10.216,54.512,369.274
2281,Lbsxn,7.451,50.372,135.177
2282,Wsmhp,9.746,48.484,106.479
2283,Qtymb,6.804,50.959,474.403
2284,Hlzig,6.609,50.987,586.205
2285,Ugzsh,7.647,52.784,214.643
2286,Xtqvf,13.022,51.324,114.783
2287,Xddiu,9.528,51.967,941.471
2288,Umfup,11.483,52.265,513.223
2289,Gfqun,6.981,52.120,806.099
2290,Wrjht,10.986,47.955,660.930
2291,Rkvpg,7.636,52.746,0.214
2292,Efcch,11.741,50.551,880.546
2293,Kcoji,11.409,50.531,766.077
2294,Kfbua,9.804,52.068,135.406
2295,Xpqpf,11.321,51.944,872.834
2296,Ahqou,9.654,49.880,152.017
2297,Doofn,12.568,48.718,968.078
2298,Wqlbf,11.809,54.312,746.398
2299,Hpkjy,13.174,51.795,301.893
2300,Xpvxg,9.944,50.737,474.495
2301,Jmfxx,10.137,50.473,274.841
2302,Brwnu,10.329,54.036,461.939
2303,Gkwxi,9.686,52.834,261.215
2304,Aksqs,13.181,51.795,549.251
2305,Kobcp,11.645,51.007,824.069
2306,Rpgyn,13.459,53.083,115.310
2307,Aulos,7.483,51.158,256.229
2308,Ulzsl,7.030,53.530,853.949
2309,Oazhd,13.901,52.518,936.179
2310,Zltfr,12.171,48.068,192.459
2311,Jbctr,12.632,52.976,742.340
2312,Vwbwg,6.131,51.638,393.587
2313,Wcdpy,13.112,53.736,330.691
2314,Xqzjr,8.797,54.778,882.960
2315,Cdbej,13.803,52.731,824.578
2316,Flods,12.989,49.085,301.545
2317,Anaxv,13.962,52.679,452.826
2318,Geukf,9.395,51.518,474.812
2319,Frlhf,13.763,52.564,755.116
2320,Dssep,9.503,49.177,809.599
2321,Xsngz,11.127,48.648,944.486
2322,Zjfpz,13.421,52.236,708.400
2323,Dqzre,6.838,50.049,361.379
2324,Rqxch,8.072,54.641,707.622
2325,Sudhc,8.610,53.444,891.603
2326,Bwooe,9.127,50.492,906.459
2327,Hemgi,10.533,53.561,273.120
2328,Ewocp,12.573,53.598,809.015
2329,Tqpyd,9.075,49.455,93.801
2330,Adjsb,12.995,48.539,189.059
2331,Djgaz,13.089,51.949,614.906
2332,Xobis,13.580,54.354,304.908
2333,Vezoh,11.647,50.922,33.475
2334,Bunnr,9.037,48.990,72.426
2335,Vqowk,12.491,53.361,916.283
2336,Ybqsu,8.518,54.336,337.494
2337,Dtvob,7.580,51.586,509.215
2338,Yprmo,7.809,50.364,245.467
2339,Dkiao,13.446,50.772,883.692
2340,Tihbc,7.537,52.798,819.888
2341,Tednm,9.787,49.761,944.029
2342,Xsfjj,8.605,52.020,958.765
2343,Shwdr,8.747,52.211,488.886
2344,Gewpf,10.029,50.080,82.655
2345,Slatg,9.315,50.011,468.598
2346,Kwjtl,9.632,49.436,881.679
2347,Bnnaa,10.514,53.651,308.699
2348,Rbptw,8.875,54.103,844.235
2349,Pjgxx,8.486,48.432,125.800
2350,Tooeg,11.948,49.890,706.327
2351,Sycfh,8.060,51.606,888.518
2352,Jjnvq,9.590,52.816,703.147
2353,Fporv,10.968,51.138,608.187
2354,Kpcad,10.436,48.982,608.609
2355,Cmfes,10.344,53.918,13.474
2356,Refqu,7.518,49.275,69.035
2357,Raiga,6.560,50.502,848.404
2358,Bvcxg,12.164,49.425,61.249
2359,Uiksk,11.064,48.777,262.234
2360,Psldq,10.971,48.900,524.945
2361,Kyqwc,6.988,52.107,503.920
2362,Aczkd,8.201,54.159,845.055
2363,Utqyd,7.692,52.115,207.207
2364,Cptdk,11.087,48.220,174.062
2365,Lzmdv,14.608,51.541,785.725
2366,Bkpus,11.877,49.547,459.141
2367,Dsyzz,13.106,53.448,307.595
2368,Mzsvi,10.752,52.587,275.401
2369,Jxmhb,9.703,54.184,564.328
2370,Lwzvf,13.776,52.634,829.895
2371,Wlpdb,9.816,49.264,939.748
2372,Hoxyv,9.066,54.442,785.462
2373,Uaear,10.855,49.952,271.242
2374,Nzsyq,7.369,50.943,793.964
2375,Anumo,11.166,54.489,433.653
2376,Vefti,9.584,50.986,696.835
2377,Wqvco,12.478,54.361,268.165
2378,Acabh,7.857,53.627,826.766
2379,Qykfg,12.850,53.265,573.174
2380,Jseix,9.883,51.656,366.769
2381,Opmwx,13.731,53.258,333.709
2382,Xujtl,14.020,50.882,436.995
2383,Tokgh,8.954,50.445,46.261
2384,Nqjmi,9.798,52.689,285.804
2385,Kdmbb,12.492,51.407,22.424
2386,Xcheq,12.093,53.198,159.535
2387,Foxav,13.285,51.636,99.325
2388,Tkvuz,8.323,47.980,682.532
2389,Uouiu,7.864,51.186,875.755
2390,Swjjc,10.286,50.941,538.422
2391,Yqspz,9.324,54.767,683.195
2392,Nxzju,6.219,51.551,718.301
2393,Xfmhf,10.566,50.302,517.038
2394,Zxrdv,10.019,47.924,730.848
2395,Hbxlm,8.566,49.869,39.962
2396,Mrchv,13.085,48.934,450.096
2397,Pskzk,10.722,49.099,64.086
2398,Aovbx,10.322,50.542,202.484
2399,Yeejw,7.170,49.596,744.499
2400,Qkyte,10.759,53.432,949.268
2401,Yxcdq,9.115,50.235,651.847
2402,Peoig,9.597,53.836,587.413
2403,Mtslw,8.769,51.662,583.375
2404,Aewwb,7.266,53.138,528.037
2405,Phjrf,12.351,53.725,226.449
2406,Zhgvl,11.296,51.690,931.065
2407,Aeylq,13.279,51.331,773.873
2408,Hrcxu,14.524,51.862,97.971
2409,Lhrbv,10.242,54.350,731.168
2410,Qttuk,12.886,51.695,565.025
2411,Vzzut,12.185,49.626,962.610
2412,Oeryj,10.709,53.628,211.144
2413,Yorwq,12.134,52.306,925.412
2414,Dbseq,12.205,52.749,408.407
2415,Dafaw,11.455,51.252,642.428
2416,Oqhlm,7.939,53.032,95.983
2417,Felid,13.240,51.197,484.139
2418,Hdsxx,9.777,47.876,840.187
2419,Ivtjx,6.533,49.700,32.792
2420,Adzml,6.795,51.629,298.054
2421,Dzxva,13.289,48.694,759.084
2422,Nuhsh,11.643,53.280,568.465
2423,Ssyap,11.681,51.042,538.876
2424,Cskpq,11.357,54.318,473.094
2425,Qmahe,9.510,49.350,117.921
2426,Mkdxj,9.291,48.748,660.291
2427,Lrgng,12.520,48.023,128.081
2428,Gsmns,12.492,52.522,921.321
2429,Jfmil,8.494,51.946,532.845
2430,Btltc,12.616,48.627,366.164
2431,Zisvi,7.590,51.225,42.185
2432,Qayxd,14.477,51.719,72.993
2433,Mcfvq,9.082,54.422,52.717
2434,Yrthi,8.971,49.561,3.247
2435,Iandv,8.257,48.636,711.028
2436,Zlehi,10.977,50.975,456.533
2437,Vkhun,7.440,53.263,374.348
2438,Oqcdl,10.812,52.687,515.479
2439,Xwsiz,7.464,51.937,471.669
2440,Vhjbg,8.978,53.726,458.300
2441,Dnbtf,11.784,49.463,265.812
2442,Ppbrk,7.855,52.903,308.775
2443,Ycxtf,8.662,50.908,99.728
2444,Pfagl,7.457,51.603,896.534
2445,Qpolc,7.752,52.798,929.932
2446,Ikwrq,9.850,47.645,388.008
2447,Bkrlb,11.303,52.225,956.743
2448,Lfzty,13.778,53.199,249.322
2449,Mgbva,7.469,52.010,39.494
2450,Nmdjh,11.769,53.300,246.741
2451,Qcpta,12.358,51.624,683.782
2452,Gdbgv,12.391,51.231,511.970
2453,Tnysj,7.551,49.352,656.761
2454,Mcdms,10.895,51.100,415.021
2455,Ieech,13.777,50.952,724.585
2456,Cakev,9.624,54.025,758.055
2457,Arhfw,7.190,51.192,547.379
2458,Xadyy,13.520,53.640,27.686
2459,Fpija,6.959,51.047,299.389
2460,Eqggp,12.977,54.238,537.739
2461,Opuql,8.789,52.791,445.057
2462,Bsadg,11.641,51.835,960.241
2463,Pybef,12.035,48.175,932.373
2464,Qrewf,7.689,48.058,303.625
2465,Hcenz,13.629,52.936,896.434
2466,Igusa,11.187,49.525,102.495
2467,Fqpth,10.730,52.183,642.544
2468,Uxicl,7.773,47.725,259.764
2469,Ahpuf,8.364,53.929,726.459
2470,Edofa,11.360,52.582,761.730
2471,Qqqys,7.936,51.456,100.219
2472,Iohnt,9.265,49.664,215.873
2473,Woqpi,7.287,52.234,299.398
2474,Stgcq,8.570,48.853,857.071
2475,Ukqym,13.456,52.280,739.215
2476,Ljwsh,10.280,53.176,339.802
2477,Dwzyl,9.929,53.982,540.574
2478,Zfuxt,14.376,52.561,897.072
2479,Badru,12.884,50.987,792.015
2480,Kaeyp,6.840,50.801,124.935
2481,Nrjrr,12.256,49.662,904.301
2482,Byodz,14.958,51.374,89.969
2483,Kjgay,7.575,51.324,506.028
2484,Dfmwi,11.415,49.297,96.366
2485,Fcelh,10.491,51.543,901.407
2486,Zwcpt,11.978,51.840,510.373
2487,Qwdvb,6.905,53.745,189.311
2488,Wnjmw,11.185,48.813,746.627
2489,Mzjde,9.130,49.362,892.088
2490,Rznzy,11.361,49.596,888.351
2491,Qboyz,12.336,48.864,454.533
2492,Pdnek,9.914,51.842,112.833
2493,Nmxqo,11.555,48.219,511.719
2494,Bcjql,7.179,52.671,968.520
2495,Rpkqg,8.764,53.799,754.327
2496,Gikox,9.512,48.241,441.285
2497,Kctvz,10.774,53.828,352.932
2498,Fbnxw,8.769,48.494,44.830
2499,Rmgni,6.498,53.585,563.255
2500,Vpvkv,10.455,53.991,480.270
2501,Uqvzm,11.929,51.954,113.916
2502,Slmmk,11.448,52.204,137.182
2503,Hbbuh,12.701,53.613,770.383
2504,Wwera,10.599,48.802,175.558
2505,Fctpe,11.864,53.199,419.949
2506,Pegju,9.465,54.472,375.215
2507,Rekzk,8.955,50.531,669.465
2508,Hoizi,12.134,49.531,966.495
2509,Tpxrt,12.264,50.634,128.553
2510,Ccxym,11.636,49.595,910.266
2511,Ubxwc,13.957,54.122,567.937
2512,Wwlji,13.812,51.571,645.419
2513,Lamta,8.586,50.912,252.104
2514,Iazus,8.539,54.204,694.997
2515,Iiyyw,9.719,50.464,797.383
2516,Hvnts,8.000,54.888,818.061
2517,Xnsuq,11.320,50.389,823.030
2518,Ilgxq,13.101,51.637,174.843
2519,Adjas,10.073,53.572,206.453
2520,Vjidn,8.770,52.982,191.225
2521,Pgflq,8.487,54.288,283.684
2522,Skhef,7.991,48.484,6.566
2523,Erojg,10.016,49.496,15.906
2524,Zcpan,12.684,47.981,505.053
2525,Ydoak,9.499,50.563,53.201
2526,Snafc,10.444,54.468,488.452
2527,Zpqii,12.971,52.392,575.223
2528,Bnulw,13.342,51.225,873.297
2529,Exzqj,10.687,48.454,61.405
2530,Pegnp,10.553,50.065,769.722
2531,Ezxnq,11.631,48.329,893.676
2532,Mcbag,12.706,51.682,95.248
2533,Kvzum,12.804,48.190,285.048
2534,Tirqa,10.413,50.448,123.386
2535,Qyitf,11.396,54.452,613.144
2536,Vwzze,14.207,51.666,336.678
2537,Rmuux,9.041,51.873,147.936
2538,Xiemc,9.567,52.262,186.296
2539,Vlujr,13.293,51.317,713.750
2540,Juzla,11.626,49.369,297.842
2541,Sifuo,12.345,50.628,321.468
2542,Fefmf,7.924,50.239,755.095
2543,Uayxt,10.877,52.107,446.303
2544,Pclqd,12.392,51.982,607.741
2545,Uopvj,12.385,48.351,937.635
2546,Tweop,8.975,48.000,537.939
2547,Fmefk,10.603,54.447,120.555
2548,Bibah,8.980,54.793,790.884
2549,Rfedb,9.311,50.942,200.974
2550,Shlpt,12.740,54.350,832.000
2551,Xfkxg,12.698,54.292,277.065
2552,Uemuf,11.668,49.651,893.866
2553,Gkdsv,12.929,54.596,25.144
2554,Uixoh,8.376,54.765,649.614
2555,Rgwfo,10.287,53.165,802.873
2556,Dteto,6.523,51.361,738.735
2557,Vdeoc,12.836,49.030,611.491
2558,Zivas,10.130,47.747,754.673
2559,Dacbw,7.688,51.816,299.490
2560,Gstvi,11.204,49.827,901.069
2561,Uqdlj,13.739,51.224,958.020
2562,Bhmgp,13.664,53.545,638.216
2563,Qobvs,9.134,53.159,68.758
2564,Bvcqx,6.849,50.172,21.320
2565,Ddfxm,12.609,47.751,787.685
2566,Yolsp,7.996,49.206,206.510
2567,Qnuaw,10.140,51.048,30.848
2568,Dqbdx,11.333,47.991,118.996
2569,Vdgnh,11.623,49.303,620.813
2570,Erqxo,11.016,49.188,885.052
2571,Gyzxr,12.404,47.849,302.167
2572,Zjjcz,7.472,50.318,736.314
2573,Sszse,12.098,48.623,812.332
2574,Fdtvl,13.262,53.105,814.462
2575,Hxhzd,11.842,49.287,321.233
2576,Gexfy,7.307,51.781,33.105
2577,Bfivk,10.844,52.425,261.953
2578,Lloep,7.902,50.749,342.308
2579,Fvoxi,8.837,52.123,111.794
2580,Npkun,7.882,48.045,459.461
2581,Seibw,10.723,54.068,419.896
2582,Wfoeu,12.510,50.864,294.877
2583,Quffo,8.774,52.254,285.249
2584,Xinnz,10.006,50.429,267.895
2585,Kgnmk,11.194,51.405,51.694
2586,Pwsey,13.932,51.162,101.133
2587,Ahghk,6.714,51.023,767.466
2588,Jljzx,7.586,51.186,521.932
2589,Opayd,8.501,52.450,282.308
2590,Mxqbv,9.435,54.153,768.359
2591,Juwgc,10.280,52.235,767.766
2592,Byopd,9.827,54.547,849.559
2593,Dyzqx,13.856,54.538,297.569
2594,Vdhcs,7.555,53.753,197.670
2595,Tqeuf,12.311,54.200,297.989
2596,Eymnk,10.975,54.208,537.898
2597,Oplan,12.193,53.796,774.733
2598,Bxblx,13.416,51.558,549.331
2599,Eeogw,8.124,51.969,166.113
2600,Iumbr,14.427,52.237,917.371
2601,Xmldw,14.132,53.952,331.811
2602,Hxizw,9.198,51.183,603.824
2603,Axord,12.506,53.042,327.008
2604,Xzsas,8.556,54.176,926.250
2605,Dzgwc,9.441,52.362,203.883
2606,Hjxvw,9.668,49.762,683.658
2607,Imzop,10.432,50.736,44.943
2608,Xphri,12.883,51.750,774.392
2609,Doolq,10.246,52.770,352.234
2610,Jwzwt,13.114,48.743,145.648
2611,Gmtgr,10.957,50.092,916.729
2612,Budtt,11.802,52.354,218.279
2613,Ldqvv,10.545,48.196,8.462
2614,Qspqz,11.768,52.944,793.646
2615,Exivt,12.192,51.362,780.588
2616,Dchyk,9.375,52.959,836.347
2617,Btwqn,11.537,49.335,512.773
2618,Sugim,11.342,49.029,922.214
2619,Kbvzl,8.987,51.676,342.117
2620,Vlslq,9.879,49.926,203.460
2621,Dnipq,8.252,52.135,27.582
2622,Uqrab,8.380,52.688,633.690
2623,Bptnv,9.272,51.520,345.836
